business_unit,team,env,one_month_avg,one_month_std,six_month_avg,six_month_std,ec2_percentage,fargate_percentage,lambda_percentage,utilization_rate,forecasted_growth,deployment_frequency,stability_factor,seasonality,one_month_cv,six_month_cv,commitment_percentage
application,credit,dev,53439.194709638745,4150.815685323678,78934.070097093,1554.9126255671079,36.957428609294425,52.463022556151145,18.336961897657318,81.70459725399195,8.667640022913439,very high,0.871794703260613,low,0.07767361966955318,0.019698878109978172,100.0
application,credit,test,27107.21960700515,7839.729631361013,58566.59392482134,1532.0266967922632,39.25187976323268,19.631175720084098,6.31891537080227,99.23221846866832,5.192267441895277,low,0.6695370742408882,high,0.2892118684623428,0.026158712571860337,100.0
r&d,debit,prod,74700.3284461634,1721.8495368565304,69032.14996423692,6629.625037533001,13.115632749331994,37.49487311925292,16.423471247456224,56.91326719384355,9.932260672805493,medium,0.7260142867323427,low,0.023050093254910774,0.09603677476317299,99.8671935899752
r&d,research,prod,63608.442260855976,4834.492860683236,96813.96440725398,2062.1696534171597,30.23957028931327,32.8175058628066,28.55394792574983,71.48685044648893,0.11572198755270269,high,0.5509841844814618,high,0.07600394992943156,0.021300332715872623,89.8688008449376
application,main,dev,98441.34576008849,7852.702549287728,79440.43482505677,3291.2767467411454,41.58996240243479,5.989347236481321,27.196483743388818,71.24153683216556,2.995926555852156,high,0.5365293230163908,high,0.07977036974307075,0.041430749390901175,88.06168952638214
r&d,ops,prod,38192.759668910316,4888.467968741021,52748.91985129742,4641.302058836268,18.18881324696803,56.30242039483521,7.556607024927901,70.85266018514604,6.231617537445798,high,0.7311276214220502,high,0.12799462545044457,0.08798857060808819,100.0
infrastructure,debit,test,52318.23010612386,2328.707120805092,53715.3537437239,710.5014593972852,41.7287222528515,9.307988033207014,23.603167142859256,83.18991960213341,4.692899109374828,high,0.6507983037229618,medium,0.04451043385988924,0.013227157784105633,100.0
application,main,prod,63403.66427163383,5075.282610648128,67501.76616328041,2614.961729669421,69.72230685804603,42.85204056742547,25.14482164895587,74.49140302733612,1.1660296642880075,high,0.8064002860680655,high,0.08004714978151127,0.03873916014795931,100.0
infrastructure,debit,dev,83335.99907626814,2431.084017646828,71229.21667351235,3967.0616723118806,50.69247138075374,48.175375991454416,11.78470470591912,75.87162799064815,3.677870854805636,high,0.5215010827222859,low,0.02917207502872712,0.055694304354003826,89.23725847372536
infrastructure,credit,test,63907.092537604694,4637.9298402613895,58056.874066933706,2876.908707192253,15.525089852688863,48.74083169762263,16.790214268527308,71.61779960733824,0.25447143295039054,medium,0.5608831887997827,medium,0.0725730064707967,0.04955328293899303,90.6759557895495
application,ops,prod,69032.01286895594,1518.295525386436,69588.8978251984,1659.1477834743096,23.416992318119203,12.452198541086464,22.774698536592073,99.58497305092813,6.427460460752794,high,0.9325954055531975,low,0.021994078722123164,0.023842133376533032,100.0
r&d,main,staging,38091.76412719526,5238.378684500833,19882.5995531279,6688.104191267677,43.218104511098936,29.616347277938466,15.976037220528697,96.37806744095211,8.927425429963552,high,0.7831558107595522,high,0.13751998114366515,0.3363797663075458,100.0
infrastructure,main,test,87753.49824708479,4617.529573897107,52369.82911174753,7411.755068927872,35.304100487526846,50.61858787386889,7.819922971664424,65.38620946821855,8.848741237834588,high,0.8560272668456136,high,0.05261932192031448,0.141527195995094,100.0
application,main,test,54290.44375763806,6181.129581330241,40315.046085878144,2688.571297221661,35.110891368226916,21.64735657083151,22.647061117043037,55.57969623833336,6.995444737655465,medium,0.9209860593536479,low,0.11385299425666649,0.06668902948776323,100.0
infrastructure,main,staging,31276.770201741543,5414.903298111495,28333.955619448832,7082.565704153578,47.04872137005131,30.726177145606496,27.79096724338259,91.98823620193014,4.6577019549792755,high,0.7319171714750261,medium,0.17312859554181154,0.24996741716119592,100.0
infrastructure,main,staging,73135.03316043339,4847.243879715297,25963.721024702012,3777.2052974111675,50.90771451126202,20.00366409849152,21.31211821015394,99.85851257128623,5.120316186914897,medium,0.880530191983738,low,0.06627800207709064,0.1454801218137229,100.0
infrastructure,debit,test,37287.2362548246,5828.451944736848,66255.3732491734,4806.8292222590235,65.78030991933338,30.495327983692828,24.345018714225848,64.63044470198227,1.369188239956629,low,0.7622927895367622,high,0.1563122540084398,0.07255002857174295,100.0
infrastructure,ops,staging,27805.000819143977,2007.593395005616,59888.04377220894,7776.009136591799,33.86765944237393,53.8310857426084,13.959063391445712,67.88924629208832,3.41017093119203,high,0.6113743851368519,medium,0.07220260154149577,0.129842430087861,93.0616113434358
r&d,credit,dev,88958.95267234178,5167.517628810228,38286.729359709534,6874.606295320466,66.38263981284106,30.03183270680232,9.579956128165872,97.08165907426014,1.8772807549827364,very high,0.6688280844004697,high,0.05808878672215822,0.17955585160415544,100.0
infrastructure,credit,dev,56812.98115907517,2204.7742197594434,55676.00470180116,7343.493236187511,33.70278603788428,35.575160939087624,21.069341540457312,85.5564759001545,8.212002033499546,medium,0.7451752205278304,high,0.03880757838751889,0.1318969145778153,100.0
infrastructure,credit,dev,79942.69701566212,7478.655454963166,57378.58521459266,1663.1839159840329,13.880309225886368,27.218695581669596,13.194280146030472,64.7819165889818,9.147539013379598,low,0.6584427760861353,low,0.0935502020090462,0.028986143693920285,97.00987244607477
infrastructure,credit,test,43247.004784508405,1478.3387339192295,33600.718435089264,1092.6151195867005,48.79313557033538,30.306445076182904,26.50183797474482,79.05232456419576,5.36923261420117,medium,0.6677638456749492,high,0.0341836097386515,0.03251761183908739,100.0
r&d,debit,staging,82957.6107934133,4012.623247835553,70167.44495053205,8093.94019724789,51.153162742637015,5.834580947553193,8.065701249450164,97.2114789682128,7.277640405129441,medium,0.6686964156243832,low,0.048369561387538756,0.115351787470017,100.0
infrastructure,research,staging,28954.874161722426,5870.582343588114,80473.54851088724,3796.591291354302,75.41781719353021,20.60600304782508,15.836592493328093,90.59065534728893,1.2146477090712748,low,0.5614199894285521,medium,0.20274936478048547,0.04717812699461939,98.93805169874864
infrastructure,ops,prod,48477.86990358822,4206.155481677812,81317.08327116151,2946.9772635922873,60.82429282437321,29.011994695800343,14.918190011709646,87.09163568643298,6.085346432772384,high,0.5423213036061256,high,0.08676444509717375,0.03624056772628256,96.54789807559449
r&d,main,prod,98244.94543788228,1644.6667726303165,66197.5864562764,6659.918161225508,74.24408567461077,39.85883367960009,28.451346338848243,86.84981558635113,7.02791021377846,high,0.5232480198456522,high,0.016740472146429115,0.1006066613263067,94.57623844301342
r&d,research,staging,83519.17730944048,4873.653112886952,58931.08660152113,7609.532570928782,73.58430471701067,29.752856180464068,8.828370015110096,58.90101621461352,4.527681295114007,medium,0.5554781305171683,medium,0.05835370114853927,0.12912595049167758,83.12352464262142
r&d,credit,staging,59780.47442517505,5491.4233617914815,22880.57144043159,7831.161786135558,52.32018771807695,23.579937382686023,5.246170625300274,91.23406196139683,2.4327308447069864,low,0.671853546067809,low,0.09185981567718883,0.3422625088942202,100.0
infrastructure,research,staging,47182.197724950805,5926.546176933553,41026.50390812846,3185.9756995644325,46.94334457355133,26.345430443928645,10.95213032017794,63.805931622172906,8.773745205413913,high,0.7969359028915286,high,0.1256097948527626,0.07765652434579502,100.0
r&d,ops,test,89770.85600179812,3612.8187012393123,25461.715742253593,7743.805325214229,49.020867701452,18.326133106025658,25.506921494216364,96.51833289507647,7.429087199537224,medium,0.5940734636047045,medium,0.040244895305074815,0.3041352516697617,100.0
r&d,main,staging,63587.82072676125,4945.619797201336,95105.85287027789,847.9385271819358,78.48315653740734,55.84718555257291,10.233045401175426,68.23199955068915,8.998572818491951,very high,0.9440044230013189,high,0.07777621155555575,0.008915734432648469,100.0
infrastructure,main,prod,80674.00142952889,4154.805324572391,28806.411698060856,922.1226774076105,64.12173842228712,33.6958774185003,11.021951592637068,92.88301985211282,8.184026474978234,low,0.9041912156197247,low,0.05150116829399786,0.032011021958340075,100.0
r&d,ops,test,80328.61442529313,5704.392271265774,30142.032788088163,5799.913158980313,17.438613335467707,5.737519962966771,8.24747011342027,63.31167472589007,9.903744295788625,very high,0.7602635564045819,low,0.07101320385117496,0.19241944296711075,100.0
infrastructure,ops,staging,21435.654285479348,5084.89877127373,89166.12946643938,1036.4041374821431,64.489988474698,6.069544213075064,22.88590508191351,75.72634682911203,1.9217273321444894,very high,0.86210491540668,low,0.23721686791330057,0.01162329399833631,100.0
application,credit,prod,30100.302623409076,4680.293536913944,93514.26267811663,3259.177932336373,21.93766342287581,58.512889922362284,6.729354762635429,55.34426477445303,0.8674776780397409,medium,0.6831642623493792,low,0.15548991634635823,0.03485220156795458,94.0851374430213
r&d,main,test,72770.34931157937,2746.6705678677404,79266.3231387928,6218.425883098854,41.314538430393796,17.179799025528474,13.280207558213041,83.0059451498087,3.370027913372585,low,0.518388896366545,medium,0.03774436420673721,0.07844978342455206,92.17992073524596
application,research,staging,32929.58490286971,1014.1296242376375,18432.39389381359,3366.7686164609236,24.7321770523574,49.30845588478731,12.062468165524113,91.80396375834192,1.290041750232589,high,0.9521664237662699,high,0.030796914908856297,0.1826549842552411,100.0
infrastructure,debit,staging,40439.467572448375,2218.571727180005,18107.701676525096,2026.5981422408154,58.270814587326086,8.205141585831596,18.87899324475387,85.9223640651208,5.231301129062244,high,0.563896744128911,medium,0.05486154641391791,0.11191912581971163,97.6830497231152
r&d,debit,staging,95731.03633596857,1819.4622899691806,48248.06158299606,2891.4802857576537,71.41168153351249,55.663950518200195,23.26040662549339,76.16292564693286,6.330289054077425,medium,0.9739686731898257,low,0.019005981336959188,0.05992946018740555,100.0
infrastructure,ops,test,64814.58066999295,4143.5932150766275,29471.6296008714,4389.39032412867,30.325331975667666,53.09293520166731,18.321910867418687,52.255793930072976,5.782886151734036,high,0.785941294133055,low,0.06392995483800108,0.14893612547298324,100.0
